text,text_clean,label,label_int,has_tamil_script,is_code_switched,text_length,word_count
3ena da 300 spartan s BGm la varuthu,3ena da 300 spartan s BGm la varuthu,2,,False,True,36,8
I am Kamal Sir Fanzz but i like  2.0 trailer.... waiting fr 2.0 Movie,I am Kamal Sir Fanzz but i like 2.0 trailer... waiting fr 2.0 Movie,2,,False,False,67,14
Vetrimaran ithai thavira vera ethuvum theriyatha ora mathiri padam,Vetrimaran ithai thavira vera ethuvum theriyatha ora mathiri padam,2,,False,False,66,9
Viswasam Teaser vartum Nama Side la Irnthu Oru Sambavam Panuvom,Viswasam Teaser vartum Nama Side la Irnthu Oru Sambavam Panuvom,0,,False,True,63,10
Intha padatha pathe aakanum Thalaivaa aaaaaa.........,Intha padatha pathe aakanum Thalaivaa aaa...,0,,False,False,44,6
Kris’s movie pola irukkunu yaarukkavadu feel aahircha,Kris s movie pola irukkunu yaarukkavadu feel aahircha,0,,False,False,53,8
Viswasam trailer 7k like  1.4 m  like thala fans like tha trailer,Viswasam trailer 7k like 1.4 m like thala fans like tha trailer,1,,False,True,63,12
Ada dei nama sambatha da dei,Ada dei nama sambatha da dei,0,,False,True,28,6
Nvp voda recorda break pannanum solravanga..like pannunga,Nvp voda recorda break pannanum solravanga..like pannunga,2,,False,False,57,7
Movie pathutan semma mass a irukku.... music la vera leval,Movie pathutan semma mass a irukku... music la vera leval,0,,False,True,57,10
Marana mass thala I am waiting🦁🦁🦁🦁🦁🦁🦁,Marana mass thala I am waiting,0,,False,False,30,6
Intha Padathula Gethu Mass Kaatra Thalaya nadikala! Intha Padathula Intha Naatoda Indraiya Unmaiya Solra Ajith Kumar ah nadichirkaaru! #StopWomenAbuse,Intha Padathula Gethu Mass Kaatra Thalaya nadikala! Intha Padathula Intha Naatoda Indraiya Unmaiya Solra Ajith Kumar ah nadichirkaaru! StopWomenAbuse,0,,False,False,149,19
Vayase aagala pa.. ena effort chanceless.. 🤙,Vayase aagala pa.. ena effort chanceless..,0,,False,True,42,6
Thala yada dialogue delivery sema mass Vera level  goosebumps overloaded,Thala yada dialogue delivery sema mass Vera level goosebumps overloaded,0,,False,False,71,10
Gommala vararuda ye thalaivar ippavea alluthuparu palapearuku parupuuu.....,Gommala vararuda ye thalaivar ippavea alluthuparu palapearuku parupuuu...,0,,False,False,73,8
Vaera level thala summa na podathiga mokka seenu eppa NAERKONDA PARVAI is coming soon,Vaera level thala summa na podathiga mokka seenu eppa NAERKONDA PARVAI is coming soon,0,,False,True,85,14
Vayasanalum unga style azhagum innum marala.... Thalaiva roxkzzzzzz,Vayasanalum unga style azhagum innum marala... Thalaiva roxkzzz,0,,False,False,63,8
Matha actor la Vera level na Niii top level Thalaivaaa,Matha actor la Vera level na Niii top level Thalaivaaa,0,,False,True,54,10
Enna panna porom sweet sapda porom petta paraak,Enna panna porom sweet sapda porom petta paraak,0,,False,False,47,8
Dislike Pota Ealarum .... Lusu p___ 🤐,Dislike Pota Ealarum ... Lusu p,1,,False,False,31,6
Vena padama release pannathinga pakka mudiyala,Vena padama release pannathinga pakka mudiyala,0,,False,False,46,6
Thala bloods ellaarum oru like podunga,Thala bloods ellaarum oru like podunga,0,,False,False,38,6
Real Rajnikant or dupe ?? Amazingly young !!!,Real Rajnikant or dupe ?? Amazingly young !!!,2,,False,False,45,8
DEEPAVALI KU vera level Padam irukku !! Pakka !! KAITHI DEEPAVALI,DEEPAVALI KU vera level Padam irukku !! Pakka !! KAITHI DEEPAVALI,0,,False,False,65,11
aiyo #thala marana mass #thala love you so much #thala,aiyo thala marana mass thala love you so much thala,0,,False,False,51,10
Thla da . U1 bgm,Thla da . U1 bgm,0,,False,True,16,5
Intha padampothu thalaya asaikka kooda mudiyathu,Intha padampothu thalaya asaikka kooda mudiyathu,0,,False,False,48,6
NKP 30 million views varum solravaga thala fans hit like button 2million like,NKP 30 million views varum solravaga thala fans hit like button 2million like,0,,False,False,77,13
subscribe here enjoy ...gari maya ra sath dinu hola nogen,subscribe here enjoy ...gari maya ra sath dinu hola nogen,4,,False,True,57,10
Inga neraya arivalikalukku teaserkum trailer kum different theriyama vaitherichala koovitu irukkanga,Inga neraya arivalikalukku teaserkum trailer kum different theriyama vaitherichala koovitu irukkanga,2,,False,False,100,11
Super super super super star rajini sri good.....,Super super super super star rajini sri good...,0,,False,False,47,8
Mind blowing  Ipo paarunga therikka vitudalam,Mind blowing Ipo paarunga therikka vitudalam,1,,False,False,44,6
Idhupola vetradhu kuthradhulam pls kaamikadhinga screen la... padatha paathuthaan paadhi samudhayam kedudhu.... all the best for the team....,Idhupola vetradhu kuthradhulam pls kaamikadhinga screen la... padatha paathuthaan paadhi samudhayam kedudhu... all the best for the team...,2,,False,True,139,18
Semma thala nee vera level nee onnaya paratta vaarthaiye illa fantastic thala,Semma thala nee vera level nee onnaya paratta vaarthaiye illa fantastic thala,0,,False,False,77,12
king of kollywood one & only Thala Thala Thala Thala Thala Thala Thala,king of kollywood one only Thala Thala Thala Thala Thala Thala Thala,0,,False,False,68,12
Marana masss thalaiva Hollywood deractor la vaya polaka poranugga,Marana masss thalaiva Hollywood deractor la vaya polaka poranugga,2,,False,True,65,9
Thala mass! But court room perusa irundhurkalam.,Thala mass! But court room perusa irundhurkalam.,0,,False,False,48,7
You kena tunggu lebih lama lagi... untuk tahu saya...,You kena tunggu lebih lama lagi... untuk tahu saya...,4,,False,False,53,9
Idhu  padam da ommla enna padam da i saw 2 shows back to back vera level,Idhu padam da ommla enna padam da i saw 2 shows back to back vera level,1,,False,True,71,16
Pakkaaa message pola...Thalaivaaa we are waiting,Pakkaaa message pola...Thalaivaaa we are waiting,0,,False,False,48,6
Thalapathy kku Evlo Massss irukka pootho #Thalapathy64  #Lokeshkanagaraj,Thalapathy kku Evlo Masss irukka pootho Thalapathy64 Lokeshkanagaraj,3,,False,False,68,8
Tamil nadimarke oru puthiya velluvilliakkumooo manju chechiudea puthiya entry,Tamil nadimarke oru puthiya velluvilliakkumooo manju chechiudea puthiya entry,0,,False,False,77,9
Nammaku tevaiyanada namma taan adichi vaanganum; Padipa mattum nammakitta irundu edutuka mudiyathu,Nammaku tevaiyanada namma taan adichi vaanganum Padipa mattum nammakitta irundu edutuka mudiyathu,0,,False,False,97,12
Ennayya..namma makkal selvan padam trailerkke oru full thalapathy movie paatha alavukk appadiye silirpp kottuth..,Ennayya..namma makkal selvan padam trailerkke oru full thalapathy movie paatha alavukk appadiye silirpp kottuth..,0,,False,False,113,14
Last dailog புரிஞ்சா inga like podunga,Last dailog புரிஞ்சா inga like podunga,0,,True,True,38,6
Super star is super star v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v v.v nice trailer I really love it,Super star is super star v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v.v v.v nice trailer I really love it,1,,False,False,120,13
1st unga thalaivara age ku thaguntha mathiri natikka sollunga appuram vijay ajith pathi peasalam,1st unga thalaivara age ku thaguntha mathiri natikka sollunga appuram vijay ajith pathi peasalam,1,,False,False,96,14
Naanum thalavar rasigan than enakku Akshaya Kumar performance than pudichi irukku ....thalavara dummy ah aakitanaga...ama vai illa ya,Naanum thalavar rasigan than enakku Akshaya Kumar performance than pudichi irukku ...thalavara dummy ah aakitanaga...ama vai illa ya,1,,False,False,132,18
You tube crash ho gaya kitna time ho gaya hai bhut sahi,You tube crash ho gaya kitna time ho gaya hai bhut sahi,4,,False,False,55,12
Vera Level #SK Bro... Keep Going Huge..,Vera Level SK Bro... Keep Going Huge..,0,,False,False,38,7
Oruthar mela viswasatha katrathuku innorthara yen asinga paduthuringa,Oruthar mela viswasatha katrathuku innorthara yen asinga paduthuringa,0,,False,False,69,8
last dialague semma.... rasikanuku advice pannitaru thala super thala,last dialague semma... rasikanuku advice pannitaru thala super thala,0,,False,False,68,9
Super pa... Thalapadhy rasigar saarba vaalthukal,Super pa... Thalapadhy rasigar saarba vaalthukal,0,,False,True,48,6
Thala Ena Thala ketta mass ah irukiyae,Thala Ena Thala ketta mass ah irukiyae,0,,False,False,38,7
Thambi naanga 19 hourslaya 11M neenga yaaru da komali,Thambi naanga 19 hourslaya 11M neenga yaaru da komali,2,,False,True,53,9
Appo Kabalieee... Na Nerupuda  Eppo robot na chitti 2.O version,Appo Kabalieee... Na Nerupuda Eppo robot na chitti 2.O version,0,,False,True,62,10
Waiting 1m likes and 15m views,Waiting 1m likes and 15m views,0,,False,False,30,6
Vayasu analum unga style um alagum innum ungala vitu pogala....old time rajni ah pakaramariye iruku...,Vayasu analum unga style um alagum innum ungala vitu pogala...old time rajni ah pakaramariye iruku...,0,,False,False,101,15
Kaithi thane daw. Intha Diwali ku,Kaithi thane daw. Intha Diwali ku,3,,False,False,33,6
Ada aamaigala 1m like kooda varlaya aamai Ajith,Ada aamaigala 1m like kooda varlaya aamai Ajith,2,,False,False,47,8
Realy trailer marana massa iruku iam waiting petta,Realy trailer marana massa iruku iam waiting petta,1,,False,False,50,8
You're line line line ithu mari Neriya  Neriya Neriya Neriya padatthula irukum pola iam waiting,You're line line line ithu mari Neriya Neriya Neriya Neriya padatthula irukum pola iam waiting,0,,False,False,94,15
Simion sir enga irrukinga.  Sekiram vanga.,Simion sir enga irrukinga. Sekiram vanga.,0,,False,False,41,6
Wow 10  millóns views,Wow 10 mill ns views,0,,False,False,20,5
Back to Back Super blockbuster Movies......... First   2.0   then Petta Rajnikanth is just Amaaaaaaazing,Back to Back Super blockbuster Movies... First 2.0 then Petta Rajnikanth is just Amaaazing,0,,False,False,90,14
எத்தன HATTERS dislike pannunalum asuran movie kku award confirm by:PURE DHANUSH ANNA FAN,எத்தன HATTERS dislike pannunalum asuran movie kku award confirm by PURE DHANUSH ANNA FAN,0,,True,True,88,14
Dislike pannravan ratham kakkai saavan 🤣,Dislike pannravan ratham kakkai saavan,0,,False,False,38,5
தல i am waiting for nerkoonda paarvai,தல i am waiting for nerkoonda paarvai,0,,True,True,37,7
Vijay -vera vera vera vetakaran taan da venumm Ajith- nerya nerya nerya nerya ....nerya,Vijay -vera vera vera vetakaran taan da venumm Ajith- nerya nerya nerya nerya ...nerya,0,,False,True,86,14
Thala pathi thappaa cmnt panura kuchikari movanlaam odirunga,Thala pathi thappaa cmnt panura kuchikari movanlaam odirunga,1,,False,False,60,8
Dislike panavan oruthanuku poruthuruka maatan poogada ****************,Dislike panavan oruthanuku poruthuruka maatan poogada,0,,False,False,53,6
Dei kadisiya style dance ah parunga da... Ayyo sema... Thalaiva cuteness charisma fight sequel banged comeback...,Dei kadisiya style dance ah parunga da... Ayyo sema... Thalaiva cuteness charisma fight sequel banged comeback...,0,,False,True,113,16
Darbat 50K COMMENT VARANUM 800K LIKE VARANUM VIEW 40 MILLION VARANUM,Darbat 50K COMMENT VARANUM 800K LIKE VARANUM VIEW 40 MILLION VARANUM,3,,False,False,68,11
Shaktiman madri next comedy punda aga poren sakadai kelavan,Shaktiman madri next comedy punda aga poren sakadai kelavan,1,,False,False,59,9
Thalaya screen LA parka Yarellam Marana waiting comment pannunga thala rathangale ‍‍‍‍‍‍‍,Thalaya screen LA parka Yarellam Marana waiting comment pannunga thala rathangale,0,,False,True,81,11
Vada Chennai - jaygiromo illayo motha sanda seiyanum Asuran - namaku theva yanatha nambha tha adichi vanganum,Vada Chennai - jaygiromo illayo motha sanda seiyanum Asuran - namaku theva yanatha nambha tha adichi vanganum,0,,False,True,109,17
Wow trailer marana waiting Diwali ku,Wow trailer marana waiting Diwali ku,3,,False,False,36,6
Entha trailer best nu Pakalam  Like : Asuran   Cmnt: Kaapan,Entha trailer best nu Pakalam Like Asuran Cmnt Kaapan,0,,False,False,53,9
Comments parka vandha padika vandha nanba nanbigal like pannitu pooga,Comments parka vandha padika vandha nanba nanbigal like pannitu pooga,0,,False,False,69,10
Thala thaan eppavume ennudaya role maadal,Thala thaan eppavume ennudaya role maadal,0,,False,False,41,6
@0.38 it's SuperStar Rajini not Rajni... Spelling mistake !!,0.38 it's SuperStar Rajini not Rajni... Spelling mistake !!,0,,False,False,59,9
Remake of pink movie ah... Apdiye eduthurukeenga... Oru dialogue kooda maarama... But fight scene extra va...,Remake of pink movie ah... Apdiye eduthurukeenga... Oru dialogue kooda maarama... But fight scene extra va...,0,,False,True,109,16
Neraya neraya neraya atha yarkanave nerachi poitha iruku inum yathuku kaekura iva mutta  punda,Neraya neraya neraya atha yarkanave nerachi poitha iruku inum yathuku kaekura iva mutta punda,1,,False,False,93,14
Eduthu vainga Da adutha Oscar ah ASURAN Ku.,Eduthu vainga Da adutha Oscar ah ASURAN Ku.,0,,False,True,43,8
I miss you ishwarya rai madam,I miss you ishwarya rai madam,2,,False,False,29,6
Mass  Dhanush  manju  vetri,Mass Dhanush manju vetri,0,,False,False,24,4
Thalaivaaaaaaa.......  Ungaluku vayase aaakathu. Nee mattum thaa Thlaiva mass. Massuke Boss.,Thalaivaaa... Ungaluku vayase aaakathu. Nee mattum thaa Thlaiva mass. Massuke Boss.,0,,False,False,83,11
THALA 6O ku aavathu atleast pre announcement pannunga,THALA 6O ku aavathu atleast pre announcement pannunga,0,,False,False,53,8
Aptilam nadakkathu nadakka kudathu fire on eyes thala,Aptilam nadakkathu nadakka kudathu fire on eyes thala,0,,False,False,53,8
Amam eppa puthu trailer poduvingo. .. 1960 mgr kala thu padama. .. Re release panna poran gala. ..,Amam eppa puthu trailer poduvingo. .. 1960 mgr kala thu padama. .. Re release panna poran gala. ..,1,,False,False,98,18
Oruthar mela viswasam kaatradhukaga aduthavangala edhuku asinga paduthuringa...sema thala....love from thalapathy fanzzzzz,Oruthar mela viswasam kaatradhukaga aduthavangala edhuku asinga paduthuringa...sema thala...love from thalapathy fanzzz,0,,False,False,119,12
Entha padathalaum vivazya pirachana solraga pola oh my God,Entha padathalaum vivazya pirachana solraga pola oh my God,3,,False,False,58,9
Kaithi ye evlo mass ah iruku na  Thalapathy 64?,Kaithi ye evlo mass ah iruku na Thalapathy 64?,0,,False,True,46,9
adra sakka... thalaivaa ... marana mass.. adi thool.... Petta Pongal...... Petta Parrakk.....,adra sakka... thalaivaa ... marana mass.. adi thool... Petta Pongal... Petta Parrakk...,2,,False,False,87,12
Maranam Mass Uh maranam Tough Tharanum Athukku Avan Thaaan poranthu Varanum,Maranam Mass Uh maranam Tough Tharanum Athukku Avan Thaaan poranthu Varanum,0,,False,False,75,11
1:55 for some #THALA & #THALAPATHY fans,1 55 for some THALA THALAPATHY fans,0,,False,False,35,7
Please make thalapathy 64 like kaithi visuals,Please make thalapathy 64 like kaithi visuals,0,,False,False,45,7
Nothing to say ....just goosebumps #thalarasigai,Nothing to say ...just goosebumps thalarasigai,0,,False,False,46,6
Mass mass nu soli pavam fight ill lathe padathu la kuda fight varawaychitaga....,Mass mass nu soli pavam fight ill lathe padathu la kuda fight varawaychitaga...,0,,False,True,79,13
1:38 to 1:50 yenna swag pa thala. Thala pola varuma ? FDFS from Karnataka.,1 38 to 1 50 yenna swag pa thala. Thala pola varuma ? FDFS from Karnataka.,0,,False,True,74,16
Enada tamil cinema eduka sonna Hollywood cinema eduthu vachirkinga,Enada tamil cinema eduka sonna Hollywood cinema eduthu vachirkinga,0,,False,False,66,9
"Saavaratha irunthalum sanda pottu saaganum, bayanthu kaalla vizhunthu saaga kudathu. #Tharam","Saavaratha irunthalum sanda pottu saaganum, bayanthu kaalla vizhunthu saaga kudathu. Tharam",0,,False,False,91,11
మొబైల్స్ మాత్రమే అలా హఠాత్తుగా మాయం అవడం ప్రేక్షకుల మనసులోకి నొప్పేలా లేదు.ఈ విషయంలో మెస్మరైజ్ మిస్సయ్యింది.,. .,4,,False,False,3,2
Sethu anna Voice  Thalaivar Entry   Kolla Gaandu la irukan Epo varum oh nu,Sethu anna Voice Thalaivar Entry Kolla Gaandu la irukan Epo varum oh nu,0,,False,True,71,13
Marana mass thalaiva   Ungalukku innu vayasu agale,Marana mass thalaiva Ungalukku innu vayasu agale,0,,False,False,48,7
Intha padam kantippa win pannum but rajinikaga illa Shankar kaga  avaroda talent kaga ...,Intha padam kantippa win pannum but rajinikaga illa Shankar kaga avaroda talent kaga ...,0,,False,False,88,14
Oru oru scenum goosebumps ahh iruku petta parak🤘🤘like podunga trailer pathu goosebumps anuvanga,Oru oru scenum goosebumps ahh iruku petta parak like podunga trailer pathu goosebumps anuvanga,0,,False,False,94,14
Vijaya vallu movies teesthunnaraa inkaa wow,Vijaya vallu movies teesthunnaraa inkaa wow,3,,False,False,43,6
#NerKondaPaarvai superb Thala pesura yella dialogues kum avar kan simtave ella vera level acting,NerKondaPaarvai superb Thala pesura yella dialogues kum avar kan simtave ella vera level acting,0,,False,False,95,14
petta movie atta flop old man sotta boy,petta movie atta flop old man sotta boy,1,,False,False,39,8
Ena Da bomma Padam eduthu vachirukeenga,Ena Da bomma Padam eduthu vachirukeenga,2,,False,True,39,6
Semma vera level . Like hits,Semma vera level . Like hits,0,,False,False,28,6
